[DEBUG] 2021-10-25 21:58:56.452 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-10-25 21:58:56.473 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-10-25 21:58:56.484 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-10-25 21:58:56.725 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-10-25 21:58:56.728 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-10-25 21:58:57.314 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-10-25 21:58:57.318 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-10-25 21:58:57.332 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-10-25 21:58:58.353 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-10-25 21:58:58.423 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-10-25 21:58:58.430 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-10-25 21:58:58.475 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-10-25 21:58:58.542 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@72ba28ee
[DEBUG] 2021-10-25 21:58:58.542 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@72ba28ee
[DEBUG] 2021-10-25 21:58:58.542 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@72ba28ee
[DEBUG] 2021-10-25 21:58:58.543 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@4917d36b
[DEBUG] 2021-10-25 21:58:58.543 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@7b44b63d
[DEBUG] 2021-10-25 21:58:58.544 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@17ae7628
[DEBUG] 2021-10-25 21:58:58.544 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5432050b
[DEBUG] 2021-10-25 21:58:58.544 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5432050b
[DEBUG] 2021-10-25 21:58:58.545 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@5432050b
[DEBUG] 2021-10-25 21:58:58.545 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@2c779e5
[DEBUG] 2021-10-25 21:58:58.547 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@2c779e5
[DEBUG] 2021-10-25 21:58:58.547 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@2c779e5
[DEBUG] 2021-10-25 21:58:58.547 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5328a9c1
[DEBUG] 2021-10-25 21:58:58.548 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5328a9c1
[DEBUG] 2021-10-25 21:58:58.548 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@5328a9c1
[DEBUG] 2021-10-25 21:58:58.549 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@16fe9c29
[DEBUG] 2021-10-25 21:58:58.549 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@16fe9c29
[DEBUG] 2021-10-25 21:58:58.550 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@16fe9c29
[DEBUG] 2021-10-25 21:58:58.550 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4d4960c8
[DEBUG] 2021-10-25 21:58:58.551 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4d4960c8
[DEBUG] 2021-10-25 21:58:58.551 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@4d4960c8
[DEBUG] 2021-10-25 21:58:58.552 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@6ce90bc5
[DEBUG] 2021-10-25 21:58:58.552 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@6ce90bc5
[DEBUG] 2021-10-25 21:58:58.552 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@6ce90bc5
[DEBUG] 2021-10-25 21:58:58.553 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@27f1bbe0
[DEBUG] 2021-10-25 21:58:58.553 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@27f1bbe0
[DEBUG] 2021-10-25 21:58:58.554 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@27f1bbe0
[DEBUG] 2021-10-25 21:58:58.554 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@7c28c1
[DEBUG] 2021-10-25 21:58:58.554 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@7c28c1
[DEBUG] 2021-10-25 21:58:58.555 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@5b3f3ba0
[DEBUG] 2021-10-25 21:58:58.555 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@5b3f3ba0
[DEBUG] 2021-10-25 21:58:58.556 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@5eeedb60
[DEBUG] 2021-10-25 21:58:58.556 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@5eeedb60
[DEBUG] 2021-10-25 21:58:58.557 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@1b32cd16
[DEBUG] 2021-10-25 21:58:58.557 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@264c5d07
[DEBUG] 2021-10-25 21:58:58.558 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@5e742e4
[DEBUG] 2021-10-25 21:58:58.558 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@5e742e4
[DEBUG] 2021-10-25 21:58:58.559 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@1dab9dd6
