[DEBUG] 2021-02-28 16:51:46.404 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-28 16:51:46.429 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-28 16:51:46.445 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-28 16:51:46.758 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-28 16:51:46.763 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-28 16:51:47.247 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-28 16:51:47.247 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-28 16:51:47.284 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-28 16:51:48.039 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-28 16:51:48.218 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-28 16:51:48.223 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-02-28 16:51:48.286 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-02-28 16:51:48.342 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@c3fa05a
[DEBUG] 2021-02-28 16:51:48.343 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@c3fa05a
[DEBUG] 2021-02-28 16:51:48.343 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@c3fa05a
[DEBUG] 2021-02-28 16:51:48.344 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@4905c46b
[DEBUG] 2021-02-28 16:51:48.344 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@2b87581
[DEBUG] 2021-02-28 16:51:48.346 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@286b39c2
[DEBUG] 2021-02-28 16:51:48.347 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2c779e5
[DEBUG] 2021-02-28 16:51:48.347 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2c779e5
[DEBUG] 2021-02-28 16:51:48.347 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@2c779e5
[DEBUG] 2021-02-28 16:51:48.349 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5328a9c1
[DEBUG] 2021-02-28 16:51:48.349 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5328a9c1
