[DEBUG] 2021-10-26 01:31:49.576 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-10-26 01:31:49.587 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-10-26 01:31:49.596 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-10-26 01:31:49.812 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-10-26 01:31:49.825 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-10-26 01:31:50.389 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-10-26 01:31:50.391 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-10-26 01:31:50.422 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-10-26 01:31:51.454 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-10-26 01:31:51.521 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-10-26 01:31:51.523 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-10-26 01:31:51.558 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-10-26 01:31:51.616 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2e3a5237
[DEBUG] 2021-10-26 01:31:51.616 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2e3a5237
[DEBUG] 2021-10-26 01:31:51.617 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@2e3a5237
[DEBUG] 2021-10-26 01:31:51.618 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@35c09b94
[DEBUG] 2021-10-26 01:31:51.618 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@4a699efa
[DEBUG] 2021-10-26 01:31:51.619 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@1136b469
[DEBUG] 2021-10-26 01:31:51.619 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@75f2099
[DEBUG] 2021-10-26 01:31:51.619 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@75f2099
[DEBUG] 2021-10-26 01:31:51.620 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@75f2099
[DEBUG] 2021-10-26 01:31:51.620 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@6a84bc2a
